id,createdAt,updatedAt,registryNumber,address,lightType,installYear,status,latitude,longitude,lastMaintenance,isPublic
118,Thu Sep 25 2025 21:49:06 GMT+0300 (Moscow Standard Time),Thu Sep 25 2025 21:49:06 GMT+0300 (Moscow Standard Time),118,ул. Кольцевая / ул. Кедрова,Т.3,2017,ACTIVE,,,,true
119,Thu Sep 25 2025 21:49:06 GMT+0300 (Moscow Standard Time),Thu Sep 25 2025 21:49:06 GMT+0300 (Moscow Standard Time),119,ул. Крестовоздвиженская / ул. Кравченко,Т.1,2021,ACTIVE,,,,true
120,Thu Sep 25 2025 21:49:06 GMT+0300 (Moscow Standard Time),Thu Sep 25 2025 21:49:06 GMT+0300 (Moscow Standard Time),120,ул. Ладожская / ул. Крупской,П.2,2018,ACTIVE,,,,true
121,Thu Sep 25 2025 21:49:06 GMT+0300 (Moscow Standard Time),Thu Sep 25 2025 21:49:06 GMT+0300 (Moscow Standard Time),121,ул. Литейная / ул. Лесная,Т.2,2020,ACTIVE,,,,true
122,Thu Sep 25 2025 21:49:06 GMT+0300 (Moscow Standard Time),Thu Sep 25 2025 21:49:06 GMT+0300 (Moscow Standard Time),122,ул. Майская / ул. Ломоносова,Т.7,2019,ACTIVE,,,,true
123,Thu Sep 25 2025 21:49:06 GMT+0300 (Moscow Standard Time),Thu Sep 25 2025 21:49:06 GMT+0300 (Moscow Standard Time),123,ул. Металлистов / ул. Малые Школьные,П.1,2016,ACTIVE,,,,true
124,Thu Sep 25 2025 21:49:06 GMT+0300 (Moscow Standard Time),Thu Sep 25 2025 21:49:06 GMT+0300 (Moscow Standard Time),124,ул. Мурманская / ул. Можайского,Т.3,2021,ACTIVE,,,,true
125,Thu Sep 25 2025 21:49:06 GMT+0300 (Moscow Standard Time),Thu Sep 25 2025 21:49:06 GMT+0300 (Moscow Standard Time),125,ул. Новая / ул. Набережная,Т.1,2018,ACTIVE,,,,true
126,Thu Sep 25 2025 21:49:06 GMT+0300 (Moscow Standard Time),Thu Sep 25 2025 21:49:06 GMT+0300 (Moscow Standard Time),126,ул. Ольшанская / ул. Одинцова,П.2,2020,ACTIVE,,,,true
127,Thu Sep 25 2025 21:49:06 GMT+0300 (Moscow Standard Time),Thu Sep 25 2025 21:49:06 GMT+0300 (Moscow Standard Time),127,ул. Павлова / ул. Орловская,Т.2,2019,ACTIVE,,,,true
128,Thu Sep 25 2025 21:49:06 GMT+0300 (Moscow Standard Time),Thu Sep 25 2025 21:49:06 GMT+0300 (Moscow Standard Time),128,ул. Пионерская / ул. Перекопская,Т.7,2017,ACTIVE,,,,true
129,Thu Sep 25 2025 21:49:06 GMT+0300 (Moscow Standard Time),Thu Sep 25 2025 21:49:06 GMT+0300 (Moscow Standard Time),129,ул. Пригородная / ул. Полевая,П.1,2021,ACTIVE,,,,true
130,Thu Sep 25 2025 21:49:06 GMT+0300 (Moscow Standard Time),Thu Sep 25 2025 21:49:06 GMT+0300 (Moscow Standard Time),130,ул. Промышленная / ул. Пржевальского,Т.3,2018,ACTIVE,,,,true
131,Thu Sep 25 2025 21:49:06 GMT+0300 (Moscow Standard Time),Thu Sep 25 2025 21:49:06 GMT+0300 (Moscow Standard Time),131,ул. Рабочая / ул. Пушкина,Т.1,2020,ACTIVE,,,,true
132,Thu Sep 25 2025 21:49:06 GMT+0300 (Moscow Standard Time),Thu Sep 25 2025 21:49:06 GMT+0300 (Moscow Standard Time),132,ул. Садовая / ул. Ржевская,П.2,2019,ACTIVE,,,,true
133,Thu Sep 25 2025 21:49:06 GMT+0300 (Moscow Standard Time),Thu Sep 25 2025 21:49:06 GMT+0300 (Moscow Standard Time),133,ул. Северная / ул. Свердлова,Т.2,2016,ACTIVE,,,,true
134,Thu Sep 25 2025 21:49:06 GMT+0300 (Moscow Standard Time),Thu Sep 25 2025 21:49:06 GMT+0300 (Moscow Standard Time),134,ул. Солнечная / ул. Сенная,Т.7,2021,ACTIVE,,,,true
135,Thu Sep 25 2025 21:49:06 GMT+0300 (Moscow Standard Time),Thu Sep 25 2025 21:49:06 GMT+0300 (Moscow Standard Time),135,ул. Ставропольская / ул. Спортивная,П.1,2018,ACTIVE,,,,true
136,Thu Sep 25 2025 21:49:06 GMT+0300 (Moscow Standard Time),Thu Sep 25 2025 21:49:06 GMT+0300 (Moscow Standard Time),136,ул. Суворова / ул. Строительная,Т.3,2020,ACTIVE,,,,true
137,Thu Sep 25 2025 21:49:06 GMT+0300 (Moscow Standard Time),Thu Sep 25 2025 21:49:06 GMT+0300 (Moscow Standard Time),137,ул. Трудовая / ул. Текстильная,Т.1,2019,ACTIVE,,,,true
138,Thu Sep 25 2025 21:49:06 GMT+0300 (Moscow Standard Time),Thu Sep 25 2025 21:49:06 GMT+0300 (Moscow Standard Time),138,ул. Успенского / ул. Угранская,П.2,2017,ACTIVE,,,,true
139,Thu Sep 25 2025 21:49:06 GMT+0300 (Moscow Standard Time),Thu Sep 25 2025 21:49:06 GMT+0300 (Moscow Standard Time),139,ул. Февральская / ул. Фабрициуса,Т.2,2021,ACTIVE,,,,true
140,Thu Sep 25 2025 21:49:06 GMT+0300 (Moscow Standard Time),Thu Sep 25 2025 21:49:06 GMT+0300 (Moscow Standard Time),140,ул. Хмельницкого / ул. Фрунзе,Т.7,2018,ACTIVE,,,,true
141,Thu Sep 25 2025 21:49:06 GMT+0300 (Moscow Standard Time),Thu Sep 25 2025 21:49:06 GMT+0300 (Moscow Standard Time),141,ул. Чапаева / ул. Цветочная,П.1,2020,ACTIVE,,,,true
142,Thu Sep 25 2025 21:49:06 GMT+0300 (Moscow Standard Time),Thu Sep 25 2025 21:49:06 GMT+0300 (Moscow Standard Time),142,ул. Шоссейная / ул. Чехова,Т.3,2019,ACTIVE,,,,true
143,Thu Sep 25 2025 21:49:06 GMT+0300 (Moscow Standard Time),Thu Sep 25 2025 21:49:06 GMT+0300 (Moscow Standard Time),143,ул. Энергетическая / ул. Щербакова,Т.1,2016,ACTIVE,,,,true
144,Thu Sep 25 2025 21:49:06 GMT+0300 (Moscow Standard Time),Thu Sep 25 2025 21:49:06 GMT+0300 (Moscow Standard Time),144,ул. Юности / ул. Юбилейная,П.2,2021,ACTIVE,,,,true
145,Thu Sep 25 2025 21:49:06 GMT+0300 (Moscow Standard Time),Thu Sep 25 2025 21:49:06 GMT+0300 (Moscow Standard Time),145,ул. Ясная / ул. Ярмарочная,Т.2,2018,ACTIVE,,,,true
146,Thu Sep 25 2025 21:49:06 GMT+0300 (Moscow Standard Time),Thu Sep 25 2025 21:49:06 GMT+0300 (Moscow Standard Time),146,ул. Краснофлотская / пр-т Комсомольский,Т.7,2020,ACTIVE,,,,true
147,Thu Sep 25 2025 21:49:06 GMT+0300 (Moscow Standard Time),Thu Sep 25 2025 21:49:06 GMT+0300 (Moscow Standard Time),147,ул. Макаренко / ул. Ломоносова,П.1,2019,ACTIVE,,,,true
148,Thu Sep 25 2025 21:49:06 GMT+0300 (Moscow Standard Time),Thu Sep 25 2025 21:49:06 GMT+0300 (Moscow Standard Time),148,ул. Ново-Рославльская / ул. Нарвская,Т.3,2017,ACTIVE,,,,true
149,Thu Sep 25 2025 21:49:06 GMT+0300 (Moscow Standard Time),Thu Sep 25 2025 21:49:06 GMT+0300 (Moscow Standard Time),149,ул. Партизанская / ул. Озерная,Т.1,2021,ACTIVE,,,,true
150,Thu Sep 25 2025 21:49:06 GMT+0300 (Moscow Standard Time),Thu Sep 25 2025 21:49:06 GMT+0300 (Moscow Standard Time),150,ул. Рабоче-Крестьянская / ул. Петра Алексеева,П.2,2018,ACTIVE,,,,true
151,Thu Sep 25 2025 21:49:06 GMT+0300 (Moscow Standard Time),Thu Sep 25 2025 21:49:06 GMT+0300 (Moscow Standard Time),151,ул. Социалистическая / ул. Смоленская,Т.2,2020,ACTIVE,,,,true
152,Thu Sep 25 2025 21:49:06 GMT+0300 (Moscow Standard Time),Thu Sep 25 2025 21:49:06 GMT+0300 (Moscow Standard Time),152,ул. Урицкого / ул. Трудовая,Т.7,2019,ACTIVE,,,,true
153,Thu Sep 25 2025 21:49:06 GMT+0300 (Moscow Standard Time),Thu Sep 25 2025 21:49:06 GMT+0300 (Moscow Standard Time),153,ул. Халтурина / ул. Фрунзе,П.1,2016,ACTIVE,,,,true
154,Thu Sep 25 2025 21:49:06 GMT+0300 (Moscow Standard Time),Thu Sep 25 2025 21:49:06 GMT+0300 (Moscow Standard Time),154,ул. Чкалова / ул. Циолковского,Т.3,2021,ACTIVE,,,,true
155,Thu Sep 25 2025 21:49:06 GMT+0300 (Moscow Standard Time),Thu Sep 25 2025 21:49:06 GMT+0300 (Moscow Standard Time),155,ул. Щорса / ул. Шмидта,Т.1,2018,ACTIVE,,,,true
156,Thu Sep 25 2025 21:49:06 GMT+0300 (Moscow Standard Time),Thu Sep 25 2025 21:49:06 GMT+0300 (Moscow Standard Time),156,ул. Южная / ул. Энгельса,П.2,2020,ACTIVE,,,,true
157,Thu Sep 25 2025 21:49:06 GMT+0300 (Moscow Standard Time),Thu Sep 25 2025 21:49:06 GMT+0300 (Moscow Standard Time),157,ул. 25 Сентября / ул. Якова Гумилевского,Т.2,2019,ACTIVE,,,,true
315,Fri Sep 26 2025 16:52:43 GMT+0300 (Moscow Standard Time),Fri Sep 26 2025 16:52:43 GMT+0300 (Moscow Standard Time),999,ул. Тестовая / ул. Новая,Т.1,2024,ACTIVE,53.9045,27.5615,,true
